,Description,Job Title,Position Level,Qualifications,Aprobado
274,"Asistir a los Ingenieros en los trabajos de campo y de gabinete de las Soluciones Inbuilding DAS y sistemas utilizando repetidores BDA.
Generar y brindar mantenimiento a formatos que serán utilizados por el área para su gestión.
Apoyo en los trámites administrativos del área.",PRACTICANTE DE DESARROLLO DE PROYECTOS INBUILDING,Practicante,"Conocimientos en programación en SQL
Manejo avanzado en Microsoft Office (Excel y Access).
Conocimientos avanzados en Visual Basic y manejo de macros.",D
275,"- Verificación documentaria del escenario RCOM en SAP (Reparación de Componentes). 
- Verificación técnica de los presupuestos de reparación presentados por los proveedores. 
- Verificación técnica en campo, en los talleres de los proveedores, de los servicios de reparación contratados. 
- Seguimiento del cierre del escenario RCOM en SAP.
- Seguimiento al envío de componentes reparados a las unidades mineras. 
- Verificación administrativa en SAP del consumo de repuestos específicos.
- Elaborar reportes técnicos de confiabilidad de componentes y de planificación de respuestos.",Practicante Planeamiento de Mantenimiento,Practicante,"- Autocad Deseable. 
- Conocimiento en Programación de Mantenimiento y mantenimiento Predictivo.",A
276,"El programa dura un año, en este periodo conocerán las siguientes áreas: Proceso de molienda: cuatro meses Proceso de pasta: cuatro meses Almacén: dos meses Mantenimiento: dos meses Su condición es de practicante pre profesional, hasta la culminación de su carrera universitaria. Si ya egresó de la universidad, su condición es de practicante profesional. Culminando cada etapa del programa, se realizará la evaluación respectiva. Luego de completar el programa, podrían ser contratados, como trainees y ser parte de la empresa.
Conocimientos : Reingeniería de procesos Estadística de Producción Sistemas de Gestión de Calidad.
Competencias : Capacidad de Análisis Trabajo en Equipo Orientación al Logro Busqueda de información.",Practicante,Practicante,,A
277,"-       Supervisar y planificar que las compras locales se ejecuten de acuerdo a los estándares de calidad y tiempo determinado.
-       Encargado de optimizar el proceso de consumo de insumos en el almacén y transporte de repuestos y costos de almacenamiento.
-       Negociar con principales proveedores de repuestos, insumos y transporte.
-       Controlar la caja chica asignada al área de repuestos de maquinarias.
-       Supervisar el ingreso de las importaciones y compras locales en el SAP.
-       Encargado de los inventarios de los almacenes de maquinaria a nivel nacional.
-       Encargado de realizar la redistribución de repuestos en stock a nivel nacional.
-       Optimizar los tiempos de atención de almacén hacia taller, mostrador y despacho.",Supervisor de repuestos,Supervisor,"-	Experiencia mínima de 4 años en el área de Logística de repuestos. 
-	Conocimiento Compras locales, control de almacenes, reportes y Excel.",D
278,"Dimensionamiento y programación de unidades para la operación diaria de la distribución, programación de acuerdo a los pedidos diarios y flota.
Seguimiento del correcto desarrollo de actividades en el servicio brindado por los operadores logísticos, análisis y coordinación de rutas.
Toma de decisiones para optimizar la distribución del producto.
Comunicación a las áreas involucradas de la programación e incidencias del transporte.
Análisis y optimización de las variables que afectan el proceso.
Ingreso de datos y reportes.",Analista Programador de Distribución y Despacho  (2 Turnos Rotativos - VENTANILLA),Analista,"Indispensable: Experiencia demostrable mínima de 2 a 3 años ocupando posiciones similares al cargo solicitado tales como  analista de distribución, despacho o afines, de manera exitosa, siendo el sector de procedencia de mayor interés operador logístico, seguido por otros sectores no menos importantes como lo son transporte u otros vinculados.
Deseable: Manejo de software tales como SAP u otros ERP´s asociados a su puesto.
Experiencia y conocimientos en transporte y distribución.
Indispensable: Dominio del Excel, mínimo a nivel intermedio.
Indispensable: Disponibilidad para trabajar en 2 turnos rotativos de lunes a Domingo, bajo régimen de 4 x 2, en Ventanilla.",D
279,"Conocer y aprender a detalle las actividades desarrolladas en las diferentes áreas.
Involucrarse en cada una de las áreas dentro de la planta.
Alcanzar el máximo desarrollo dentro de cada áreas.
Otras actividades que se le designen.",Practicante Trainee,Practicante,"Haber egresado del ciclo 2016 I (Julio) o cursando el último ciclo.
Conocimientos del Idioma Ingles a nivel intermedio.
Manejo de Excel a nivel intermedio.",D
280,"Gestionar, analizar, ejecutar y controlar actividades de ingresos, distribución, despacho y transferencias de bienes y suministros, verificar, almacenar y controlar los inventarios, gestionar la depuración periódica de los stocks (inventarios de lento movimiento y obsoletos), controlar la vigencias de los materiales y productos del almacén.
Responsable de Gestionar los Inventarios y la Distribución.
Responsable de Recepción de materiales de REP o de Clientes.
Responsable de Administrar el almacenamiento.
Responsable del Despacho de materiales, del control de inventarios y control de baja de bienes.
Responsable de la Ejecución de las devoluciones al almacén.
Conocer los lineamientos y ejecutar las actividades del sistema integrado de gestión a fin de cumplir con los requisitos del cliente, prevenir la contaminación del ambiente que rodea las operaciones y prevenir los deterioros y daños a la salud de los colaboradores.",Analista de Almacén - Chiclayo,Analista,,D
281,"Acompañar a los ejecutivos de ventas en el entendimiento de las necesidades de los clientes y formulación de soluciones técnicas.
Velar por la implementación de las soluciones en conjunto con el área de Operaciones.
Actualizar los diagramas de red de los Clientes (nuevos /modificaciones).
Armar escenarios de prueba previos a la instalación en campo de los enlaces satelitales con/sin soluciones de voz y enlaces terrestres.
Producir documentación técnica sobre la configuración de los diversos escenarios probados.
Evaluar los resultados de las instalaciones y solicitudes de los clientes para asegurarse que se haya implementado lo acordado en conjunto con personal de aseguramiento.",Ingeniero de Preventa Telecomunicaciones,Profesional especializado,"Conocimiento de soluciones por diferentes medios (Terrestres, inalámbricos, satelitales).
Experiencia en la implementación de soluciones de voz y datos en clientes finales.
Experiencia en la implementación de proyectos de soluciones punto-multipunto, soluciones satelitales.",D
282,"Implementar los planes estratégicos de ventas que se definan para su área.
Asegurar un buen  balance entre contratos repetitivos y compras spot, entre los productos existentes, así como entre clientes medianos y grandes.
Asesorar y dar servicio al cliente basado en sus actuales necesidades.
Realizar cotizaciones a través de la página web bajo las siguientes condiciones: proyectos oportunísticos y/o urgencias y con máximo 30 líneas (productos) ó realizar la solicitud de cotización a servicio al cliente en caso de no cumplir con dichas condiciones.
Asegurar que las cotizaciones, los pedidos y/o servicios post-venta del cliente sean entregados en tiempo y forma.
Realizar y enviar diariamente pronóstico de venta (facturación), así como semanalmente su pipeline de proyectos y plan de acción semanal (agenda de actividades).
Manejar objeciones y desarrollar una relación de largo plazo con el cliente, haciendo uso de las herramientas de ventas de la Compañía.",Ejecutivo Comercial Senior,Consultor / Asesor,"Experiencia mínima de 4 años en posiciones similares: Consultor, KAM, Ejecutivo Senior, Ejecutivo Cuentas Claves, en  industrias mineras, construcción, industrial.
Experiencia en ventas de herramientas, EPP´s, hidráulicas, maquinarias y/o afines. 
Profesionales de las carreras de Ing. Mecánico, Administración, Mercadotecnia o carreras afines.
Conocimiento a nivel intermedio de Excel.
De preferencia conocimiento de SAP.
Disponibilidad para viajar: sí (80% de su tiempo para visitas a los clientes y asistir periódicamente a su sucursal asignada para juntas de seguimiento y capacitación).",A
283,"- Generar base de datos de renovaciones de RIESGOS RESTRINGIDOS.
- Analiza y desarrolla indicadores de renovaciones de riesgos restringidos.
- Recopila información necesaria para la evaluación de renovaciones.
- Apoyo operativo : Elaboración de slips, cuadros comparativos.
- Control y seguimiento en la atención del WF por los integrantes del área.
- Analiza y desarrolla indicadores de nivel de servicios (ANS).
- Control y seguimiento de Cotizaciones de Ramos Técnicos (Estados : Cotizado, Colocado, Rechazado).
- Estadística de cuentas colocadas y cotizadas de Ramos Técnicos, tasa promedio.
- Apoyo operativo en general al área de suscripciones.",PRACTICANTE DE SUSCRIPCION,Practicante,- 6 meses de experiencia laboral.,D
284,"Misión: Brindar apoyo en el control del ciclo de reparaciones de componentes de todas las unidades mineras. Asimismo apoyar en el control del consumo de repuestos específicos. 

Funciones: 
- Verificación documentaria el escenario RCOM en SAP.

- Verificación técnica de los presupuestos de reparación presentados por los proveedores. 

- -verificación técnica en campo, en los talleres de los proveedores, de los servicios de reparación contratados. 

- Seguimiento del cierre del escenario RCOM en SAP. 

- Seguimiento al envío de componentes reparados a las unidades mineras. 

- Verificación administrativa en SAP del consumo de repuestos específicos. 

- Elaborar reportes técnicos de confiabilidad de componentes y de planificación de repuestos.",Practicante Planeamiento Mantenimiento,Practicante,"Requisitos: 

- Excel Avanzado

- Conocimiento en Confiabilidad

- Conocimiento en Mantenimiento Preditivo

- Deseable conocimiento en SAP",A
285,"-	Asistir en la gestión y administración de la Infraestructura de Red de Datos de la Empresa en sus diversas capas (física, lógica, etc.)
-	Asistir en la gestión del servicio de Correo electrónico.
-	Asistir en la administración del Sistema de Video Vigilancia institucional.
-	Asistir en la administración del Sistema Telefónico Institucional.
-	Asistir en la administrar la página Web de la Institución.
-	Asistir en el desarrollo y ejecución de las políticas sobre el uso del servicio de Internet (cableado e inalámbrico).
-	Realizar la instalación y mantenimiento de los sistemas informáticos de la empresa, software propio o programas comerciales.
-	Realizar la instalación, configuración y mantenimiento de componentes internos y/o externos de los equipos de la empresa (workstations, laptops, impresoras, celulares, etc.).
-	Configurar impresoras y dispositivos de hardware y otros periféricos.
-	Brindar apoyo a los usuarios cuando se presenta problemas de software y/o hardware.
-	Realizar la recuperación de datos eliminados o destruidos.
-	Elaborar manuales y guías de funcionamiento.
-	Realizar y controlar las copias de seguridad de la información sensible de la empresa.
-	Realizar el inventario y control de hardware y software.
-	Desarrollar políticas de uso de Equipos informáticos.
-	Desarrollar y ejecutar los de planes de mantenimiento.
-	Establecer criterios de seguridad informática.
-	Realizar respaldos continuos de información electrónica (archivos) de los servidores.
-	Realizar servicios técnicos a los equipos, de acuerdo a la solicitud del usuario, o en caso de presentar falla.
-	Realizar inventario de hardware y software existentes.
-	Informar las condiciones de uso, status y vigencia de todo el software que maneja la empresa, de manera que esta información pueda ser manejada como soporte para la toma de decisiones.

-DESEABLE: Desarrollar sistemas informáticos de baja complejidad, haciendo uso de lenguajes de programación actuales.",ASISTENTE DE TECNOLOGIAS DE LA INFORMACION Y COMUNICACIONES,Asistente,,D
286,"Soporte de ventas
1. Elaborar ofertas o propuestas de equipos eléctricos a clientes potenciales.
2. Investigar las características de los equipos que se comercializan.
3. Recepcionar las observaciones del cliente y notificarlos a la Gerencia Comercial.
4. Elaborar y actualizar estudios de mercado analizando la oferta y demanda actual y futura.",Ingeniero de Soporte,Asistente,,D
287,"- Cumplir con los estándares de trabajo del puesto en seguridad y salud en el trabajo.
- Hacer cumplir las normas de trabajo, seguridad e higiene industrial de la empresa.
- Asegurar el cumplimiento de los estándares de Calidad del agua del agua potable, monitoreando el correcto funcionamiento de los sistemas de tratamiento.
- Asegurar el cumplimiento de los programas de producción en calidad y oportunidad.
- Asegurar el abastecimiento de vapor a las presiones y temperaturas demandadas por cada área.
- Asegurar el abastecimiento de aire a las presiones y temperaturas demandadas por cada área.
- Asegurar la buena calidad del agua de refrigeración de las torres de enfriamiento utilizadas por las diferentes plantas.
- Participar activamente en la innovación y mejora continua de los procesos bajo su responsabilidad.
- Coordinar con Mantenimiento: la planificación, ejecución y seguimiento de las actividades.
- Realizar la evaluación y la retroalimentación del desempeño del personal a su cargo.
- Cumplir con lo indicado en la Política Integrada de los Sistemas de Gestión.",Ingeniero de Servicios,Consultor / Asesor,"- Experiencia de 3 años en plantas industriales, brindando servicios fabrícales en general (agua, aire, energía, vapor, EE).
- Conocimiento de calderas acuotubulares, intercambiadores de calor, torres de enfriamiento, tratamiento de agua.
- Experiencia en mantenimiento de equipos.",A
288,"•Desarrollar proyecciones y modelos de pronóstico de rendimiento estadísticos de alumnos ingresantes, reinscritos, reincorporados y horarios.
•Realizar el seguimiento del cumplimiento de las proyecciones o afinarlas con las sugerencias del área académica.
•Asegurar los bloques de horario de ingresantes con respecto a las proyecciones.
•Mantenimiento y desarrollo de indicadores de gestión de PCM.
•Desarrollar análisis estadístico y data mining.
•Coordinar la ejecución de la evaluación, análisis y reportería específicos de ratios de aprobación y desaprobación de cursos y demás insumos para poder afinar las proyecciones.
•Realizar el seguimiento del cumplimiento de los indicadores y KPI del área y proponer mejoras para alcanzarlo.
•Realizar las auditorías de todos los procesos de PCM y enviarlas a los responsables por campus para su ejecución.
•Realizar el seguimiento de la cantidad de alumnos ingresantes matriculados vs. Los pagantes y asegurarse que las secciones puedan abastecer los alumnos pendientes de matrícula.
•Desarrollar, analizar y hacer reportes del Datamart para PCM y sus procesos.
•Realizar otras funciones que le asigne su Jefe Inmediato.",Analista de planificación Curricular y Matricula,Analista,"•	Bachiller en Ingeniería o Estadística.
•	Conocimiento de Inglés nivel básico.
•	Conocimiento de Excel a nivel avanzado.
•	Conocimiento de SQL  a nivel intermedio.
•	Experiencia de 3 años en general y 1 año realizando funciones similares.

HORARIO TENTATIVO:
Lunes a viernes de 9:00 am a 7:00 pm",D
289,"Objetivo:
Negociar, comprar y definir el modelo logístico más efectivo para los proyectos relacionados con compras no técnicas tácticas y locales realizando negociaciones efectivas y eficientes.

Funciones:
•	Negociaciones de Compras Tácticas y locales de Bienes  y Servicios para Avianca TA, QT y 2k. 
•	Garantizar el manejo del proceso en los sistemas de compras existentes.
•	Negociaciones con proveedores.							
•	Registro de Informes de ahorros.						
•	Realización de análisis comparativo en el mercado y con datos históricos.		
•	Realizar el proceso de compras en la herramienta tecnológica de las compras tácticas y locales para Av-Ta, QT  y 2k.	
•	Hacer cronogramas y estrategia de negociación para las compras Estratégicas locales  de la categoría que le corresponda.
•	El cumplimiento de las políticas y estándares operacionales de la compañía y las regulaciones aeronáuticas y no aeronáuticas aplicables nacionales e internacionales en todos los lugares donde exista operación.	
•	El reporte voluntario y oportuno de condiciones de peligro, incidentes o accidentes, que puedan afectar la seguridad integral, así como el reporte obligatorio, de acuerdo con las regulaciones aplicables.",Comprador,Analista,"•	Profesional de las carreras de Ingeniería Eléctrica, Ingeniería Electrónica, Mecatrónica.
•	Deseable 1 año de experiencia en compras y/o negociación
•	Ingles avanzado
•	Manejo de excel intermedio",A
290,"FUNCIONES
Interlocutor único para cualquier aspecto técnico en el ciclo de vida del partner: 
- Ciclo Preventa técnica , incluyendo Soporte a los tests de conectividad m2m.
- On-boarding de los partners y mantenimiento de los documentos de Programa para uso local.
- Soporte en la obtención de reportes de perímetro y revenues. 
- Seguimiento postventa y de las orders de SIMs.

Formación de los partners: 
- Lidera la formación a los partners sobre aspectos m2m como: pedidos de SIMs, gestión de DACs y SCRs, pedidos de configuraciones, y en general cualquier funcionalidad de la plataforma de gestión (Smart m2m).",Technical Engineer,Operativo,"Egresado: 
Mínimo 2 años de egresado de las carreras de Ingeniería Informática, Ingeniería de Sistemas, Ingeniería de Telecomunicaciones, Ingeniería Industrial, Ingeniería Electrónica. 
Perfil mixto Preventa / Postventa / Implementación: 
Perfil técnico con cualidades de relación con clientes (‘Service Manager’) 
Deseable conocimiento en temas técnicos específicos de m2m: configuraciones del servicio, de APNs. (no indispensable). 
Experiencia en Telco (Deseable)
Sistemas y herramientas (CRM, ordering,..)
Procesos (implementación de servicios, gestión de incidencias, configuraciones de red, Smart m2m) 
Networking en áreas de Implementación y postventa. 
Inglés: Necesario por ser un programa global y para atender tanto el negocio como los partners inducidos de países angloparlantes.",A
291,"1. Liderar el diseño, implementación, el crecimiento y la mejora continua de la plataforma de Networking que soporta el negocio ISAT y otros que lo requieran.
2.Planificar y definir la operación de la Plataforma de Networking WAN de Media Networks.
3.Planificar y gestionar las capacidades de crecimiento de la plataforma y  los enlaces WAN de los servicios ISAT, incluyendo el direccionamiento IPv4 e IPv6.
4.Colaborar en la definición técnica de los nuevos servicios ISAT soportados en la plataforma de Networking (TollGate).
5. Definir el Presupuesto de OPEX y CAPEX de la plataforma de Networking de ISAT.",Jefe de Networking,Supervisor,"MEDIA NETWORKS – Empresa del Grupo Telefónica, nos ha encomendado la búsqueda de un (a) Jefe de Networking
Experiencia de 10 años en Networking
Debe tener amplios conocimientos de redes Satelitales, IP/MPLS e Internet. En particular debe entender profundamente cómo funcionan y como se desarrollan y operan estas redes. 
Debe tener conocimiento de redes satelitales VSAT.
Debe tener conocimiento de requerimientos y funcionamiento de Data Center.",D
292,"Asistir en la planificación del mantenimiento.
Asistir en la programación de trabajos de mantenimiento.
Asistir en el proceso de compras de mantenimiento.
Registrar los Valores de Operación de los equipos.
Registrar los reportes de trabajos ejecutados.
Crear ordenes de trabajo y entregar formatos.
Notificar y cerrar O/T´s.
Generar reservas, cotizar y coordinar con el área de logística. Cotización y seguimiento a pedidos de servicios.
Asistir en la programación semanal.

Horarios:
De lunes a Sábados 8:00- 18:30  / 9:00-12:00",Asistente de Planificación de Mantenimiento,Asistente,,A
293,"Controlar la ejecución de las actividades diaria de mantenimiento electrónico (planificadas, programadas o correctivas) para garantizar la operatividad de los equipos de planta.
Coordinar la atención oportuna de los requerimientos de producción.
Revisar y complementar los análisis de fallas electrónicas reportadas por producción y mantenimiento para asegurar que se tomen acción en las causas raíces para evitar la recurrencia de las mismas.
Desarrollar instructivos técnicos para trabajos de envergadura de mantenimiento electrónico y reparaciones mayores.
Administrar los documentos técnicos electrónicos (actualización y revisión de planos).
Gestionar requerimientos de modificaciones o nuevas implementaciones de equipos con el área de ingeniería.",Ingeniero Electrónico de Planta,Analista,,D
294,"-Actualización de plan de mantenimiento de equipos de planta.
-Apoyo en la implementación de planes de mantenimiento en SAP PM.
-Actualización de los equipos críticos de planta.",Practicante de Manufactura - OWENS ILLINOIS,Practicante,,A
295,"1. Atender consultas referentes a los procesos de supervisión y trámites administrativos de la Oficina Regional por los diferentes canales de atención en beneficio del usuario externo.
2. Atender las solicitudes de acceso de información referente al requerimiento de lectura de expedientes de la Oficina Regional para cumplir con lo establecido en la normativa vigente.
3. Controlar y hacer seguimiento a la atención de los procesos de supervisión a su cargo para verificar el tiempo de atención.
4. Atender y registrar las solicitudes de ingreso del Registro de Hidrocarburos u otras solicitudes energéticas de las diferentes actividades a cargo de la 
5. Oficina Regional para ser asignados al área correspondiente para su atención.
6. Proponer y elaborar indicadores o información de la atención brindada para responder los requerimientos de la Oficina Regional.
7. Proponer mejoras en los procesos de atención de solicitudes de la Oficina Regional utilizando nuevos canales de atención en físico y virtual, para reducir los tiempos de atención.
8. Participar en la ejecución de los proyectos a los que sea asignado, para llevar a cabo las metas asignadas por la oficina regional.",ORIENTADOR TÉCNICO,Supervisor," No menor de tres (03) años de experiencia general en entidades públicas o privadas.
 No menor de dos (02)  años de experiencia específica en puestos y/o funciones equivalentes, desde el nivel  Asistente  o su equivalente.
 Curso no menor de 24 horas en temas relacionados con el sector Hidrocarburos.",D
296,"Apoyar en analizar métricas operativas.
Apoyar en reportes e informes del área.",Practicante de Tecnologías y Soporte,Practicante,,A
297,"Cibertec, Sede Independencia, se encuentra en búsqueda de docentes para la Escuela de Ingeniería, carrera de Mecánica. Ingeniero Mecánico / Técnico profesional en mecánica automotriz . Con experiencia profesional mínima de 2 años y experiencia docente. Deberá desempeñar funciones en los turno mañana y noche.",DOCENTE SISTEMA DE FRENOS - CIBERTEC SEDE INDEPENDENCIA,Docente,,A
298,"•	Responsable de definir el alcance, lo cual implica reunir a todos los interesados del proyecto y mediante acta de acuerdos cerrar el alcance con la información que estará en el alcance asi como información que no estará en el alcance.
•	Responsable de la elaboración de los diseños y presupuestos considerando tiempo, recurso humano, equipamiento y todo lo necesario para las soluciones que son parte de los proyectos que ofrezca la gerencia comercial.
•	Responsable de la elaboración y coordinación de demos que solicite la gerencia comercial.
•	Responsable de estudiar la viabilidad técnica y económica de las nuevas oportunidades de negocio.
•	Responsable de estimar el costo y tiempo de ejecución de las nuevas oportunidades de negocio.
•	Recibir y atender todas las nuevas oportunidades de negocio, previo envío de la gerencia comercial del formato de solicitud, para proyectos que no necesiten estudios como perfil o expediente técnico.
•	Realizar visitas de campo para el levantamiento de información a detalle (lima y provincias).
•	Coordinar y asistir en el proceso de preventa al consultor comercial. 
•	Participar de cursos y capacitaciones de los productos que son parte de las soluciones que ofrece la gerencia comercial.
•	Elaborar reportes de avance de actividades/proyectos cada último día de semana.
•	Cumplir el plan de certificación que es parte del plan de formación de la gerencia de ingeniería.
•	Participar y aportar en la creación de nuevas soluciones a la gerencia comercial.
•	Participación y asistencia técnica para la elaboración de perfiles de inversión y/o expedientes técnicos, previa solicitud de la unidad de estudios y consultorías.
•	Participar y asistir en la ejecución de los proyectos, cada vez que la jefatura de postventa lo solicite o requiera.
•	Documentación de lecciones aprendidas en todas las funciones y proyectos realizados.",INGENIERO DE DISEÑO Y PRESUPUESTO,Profesional especializado,"•	Egresado y/o Bachiller en Ingeniería de las Telecomunicaciones, Sistemas o Electrónico.
•      Capacidad de saber identificar y filtrar nuevos proyectos y/o negocios.
•      Conocimientos en Redes IP.
•	Deseable: Manejo de Software ACAD o SKETCH UP.
•      Deseable: Manejo del idioma Inglés.
•	Deseable: Experiencia en la Implementación de Proyectos de Infraestructura en Telecomunicaciones
•	Deseable: Colegiado
•      Deseable: Conocimientos de la Metodología PMI.
•      Deseable: Conocimientos de Comunicaciones Ópticas y/o Inalámbricas

- Se ofrece una remuneración de S/. 2,400.00 nuevos soles 

•      IMPORTANTE: Disponibilidad de viaje a provincia, para realizar LEVANTAMIENTO DE INFORMACIÓN.",D
299,"1. Apoyar en el  proceso  relacionado  con la emisión y organización de documentos y presupuestos correspondientes a las contrataciones. 		
2. Monitorear y controlar los avances de los cronogramas con respecto al desarrollo de los productos nuevos.
3. Apoyar y validar la elaboración de los Proyectos de Mejora e Ingeniería en Planta.
4. Apoyar la revisión y elaboración de planos mecánicos, prototipos, empaque  en la etapa de Ingeniería.	
5. Realizar la medición (control de tiempos), seguimiento y de cumplimiento de pruebas de mejora en procesos y productos desarrollados.	
6.-Coordinar con proveedores locales y extranjeros la mejora de los procesos en producción.			
7. Asistir en la elaboración de la planificación detallada del proyecto a través de los recursos destinados.
8. Coordinar todas las actividades para las pruebas de mejora en producción, haciendo seguimiento al plan de actividades, responsables y cronogramas con las áreas correspondientes.	
9. Asistir y programar las reuniones de avances  de los Proyectos con los contratistas y área de Ingeniería.",Practicante de Ingeniería y Procesos,Practicante,"- Conocimientos en Gestión de Proyectos.
- Experiencia mínima de 3 meses en empresas del sector industrial.
-  Autocad - Nivel Avanzado.",A
300,"Idom ingeniería y consultoría con presencia en dieciséis países a lo largo de 5 continentes, se encuentra en la búsqueda de ingenieros mecánicos de diseño con experiencia en ingeniería y supervisión de proyectos de Líneas de alta tensión 138-220-500 kV .
Experiencia mayor a 6 años de experiencia en el sector.
Las funciones a realizar son:
- Estudio de Ingeniería Conceptual de la Línea de Transmisión.
- Estudio de Factibilidad de la línea de transmisión.
- Revisión de la ingeniería realizada.
- Inspección y supervisión de obra realizada.",Ingenierio Senior,Profesional especializado,,D
301,"•Atender solicitud de cotizaciones.
•Realizar seguimiento de las cotizaciones.
•Buscar pedidos.
•Realizar seguimiento a las ventas realizadas.
•Atender el servicio de post-venta.",Asesor Comercial de Ventas en Oficina,Ejecutivo,"•Amplios conocimientos de maquinarias eléctricas.
•Conocimiento de la Industria de Aire Acondicionado y Ventilación, Motores, Reductores y Extractores (prioridad en aire acondicionado y ventilación, y Motores)
•Experiencia laboral deseable de 2 años en el área de ventas en una empresa del sector industrial y en el canal de motores y, ventilación y aire acondicionado.
•Conocimiento de MS Office a nivel usuario.
•Conocimiento de Inglés a nivel básico-intermedio.
•Disponibilidad para trabajar de lunes a sábado.",A
302,"•	Elaboración de planos de piezas.
•	Toma de medidas.
•	Cumplir y hacer cumplir las normas internas de la empresa.
•	Cumplir y hacer cumplir las normas de seguridad de la empresa.
•	Mantener su área de trabajo limpio y en orden.
•	Usar obligatoriamente sus implementos de seguridad.
•	Hacer planos según las indicaciones de la Gerencia Tecnica y/o Gerencia General.
•	Tomar medidas de piezas y/o muestras enviadas por los clientes. Esta puede ser en nuestra planta o en la del cliente.
•	Elaborar las hojas de costeo y pasarlas al área comercial.
•	Mantener las referencias al actualizadas con toda la información de planos del cliente.",Asistente Técnico,Asistente,"2 años de experiencia empresas industriales del sector Minero, Metalurgico o Metalmecánico, en las área de: Producción o mantenimiento.
Uso del solid Works a nivel avanzado.
Uso de Excel, Word, Outlook a nivel de usuario.",A
303,"El Área de Inteligencia de Datos de la Dirección de Tecnologías de la Información de nuestra universidad necesita contar con los servicios de un profesional bachiller de la especialidad de Ingeniería Informática o afín, a tiempo completo.
Si estás interesado en desarrollarte profesionalmente en el campo de la Inteligencia de Negocios y el Análisis de Datos, esta es una gran oportunidad para ti.

1. Apoyo en el análisis y definición de requerimientos de aplicaciones de soporte a la toma de decisiones.
2. Apoyo en diseño y definición de indicadores.
3. Desarrollo e implementación de bases de datos dimensionales.
4. Desarrollo, mantenimiento e implementación de Aplicaciones de Extracción, Transformación y Carga (ETLs) del Data Warehouse PUCP.
5. Desarrollo, mantenimiento e implementación de Aplicaciones de explotación de la información del Data Warehouse PUCP con herramientas OLAP .
6. Desarrollo, Mantenimiento e implementación de Aplicaciones Java para el Campus Virtual.
7. Apoyo en el desarrollo de Aplicaciones y Estudios estadísticos.",Analista de Sistemas - Inteligencia de Negocios y Datos,Analista,"Deseable 1 año de experiencia en el área.
Conocimientos Intermedios:
Como apoyo a sistemas: Bases de datos, arquitectura de sistemas y programación.
Como apoyo a inteligencia de negocios: Metodologías de inteligencia de negocios.
Como apoyo a estadística: Estudios en estadística, aplicaciones estadísticas.",D
304,"Ejecutar y validar la información para la formulación, implementación y/o evaluación de Proyectos de Inversión Pública.
Supervisar la elaboración de informes técnicos para formulación, implementación y/o evaluación de Proyectos de Inversión Pública.
Responder consultas de información concerniente a Proyectos de Inversión Pública
Generar información especializada para formulación, implementación y/o evaluación de Proyectos de Inversión Pública.
Realizar otras funciones que le asigne el Director de la Dirección de Proyectos de Inversión Pública.",ESPECIALISTA EN GESTIÓN DEL RIESGO Y CAMBIO CLIMÁTICO PARA LA INVERSIÓN PÚBLICA,Ejecutivo,"Cinco (05) años de experiencia general.
Cuatro (04) años de experiencia con nivel mínimo de Auxiliar o Asistente en el Sector Público o Privado.
Cuatro (04) años de experiencia en el puesto y/o funciones equivalentes en el Sector Público.",D
305,"1. Colaborar en las labores del área comercial.
2. Elaborar reportes mensuales de relacionados con la facturación de clientes, información a organismos y norma técnica de calidad.
3. Elaborar reportes mensuales de mercado eléctrico.
4. Mantener actualizada la base de datos de clientes libres.
5. Participar en el proceso de declaración de precios de gas natural.
6. Apoyar en la elaboración de reportes relacionados al mercado de gas natural para generación eléctrica.
7. Apoyar en la elaboración de informes del análisis de la competencia.
8. Otros temas comerciales.",Practicante Profesional - Área Comercial,Practicante,"Estudios concluidos de ingeniería eléctrica, mecánica eléctrica o carrera afín, de preferencia con grado de Bachiller.
No requiere experiencia.",A
306,"Somos una empresa industrial con trayectoria en el procesamiento de plásticos. Actualmente, nos encontramos en la búsqueda del mejor talento para ocupar el puesto de ASISTENTE DE PLANEAMIENTO Y CONTROL DE LA PRODUCCIÓN: 

FUNCIONES:
- Actualizar los PROGRAMAS de producción y PROTOCOLOS de producción. 
- Coordinar el abastecimiento de materia prima y suministros.
- Asegurar el cumplimiento del programa de producción. 
- Hacer seguimiento del avance de producción en planta",Asistente de Planeamiento de la Producción,Practicante,,D
